SubBank	QuestionText	QuestionType	Choice1	Choice2	Choice3	Choice4	Choice5	Grade1	Grade2	Grade3	Grade4	Grade5
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
Connection object can be initialized using which method of the Driver Manager class?"	MCQ	putConnection()	setConnection()	Connection()	getConnetion()		0	0	0	1	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
Which of the following is true with respect to code given below?
import java.sql.*;
public class OracleDemo
{
 public static void main(String [] args) throws SQLException,ClassNotFoundException
 {
  Class.forName(""oracle.jdbc.driver.OracleDriver"");
  Connection con=DriverManager.getConnection(""jdbc:oracle:thin:@PC188681:1521:training"",""scott"",""tiger"");
  Statement stmt=con.createStatement();
  ResultSet rs=stmt.executeQuery(""SELECT * FROM Person"");
  while(rs.next())
  {
   System.out.println(rs.getString(""column1""));
  }
 }
}"	MCQ	The code will not compile as no try catch block specified	The code will display all values in column named column1	Class.forName must be mentioned after Connection statement	"SELECT * FROM Person" query must be passed as parameter to con.createStatement()		0	1	0	0	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
If your JDBC Connection is in auto-commit mode, which it is by default, then every SQL statement is committed to the database upon its completion.  State True or False."	MCQ	TRUE	FALSE				1	0			
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
How can you execute a stored procedure in the database?"	MCQ	Call method execute() on a CallableStatement object	Call method executeProcedure() on a Statement object	Call method execute() on a StoredProcedure object	Call method run() on a ProcedureCommand object		1	0	0	0	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
Consider the following statements:
Statement A: The PreparedStatement object enables you to execute parameterized queries.
Statement B: The SQL query can use the placeholders which are replaced by the INPUT  parameters at runtime. 
Which of the following option is True with respect to the above statements?"	MCQ	Both Statement A and Statement B are True.	Statement A is True and Statement B is False.	Statement A is False and Statement B is True.	Both Statements A and B are False.		1	0	0	0	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
You are using JDBC-ODBC bridge driver to establish a connection with a database. You have created a DSN Mydsn. Which statement will you use to connect to the database?"	MCQ	Connection cn=DriverManager.getConnection("jdbc:odbc");	Connection cn=DriverManager.getConnection("jdbc:odbc:Mydsn", "username", "password");	Connection cn=DriverManager.getConnection("jdbc:odbc ","username", "password");	Connection cn=DriverManager.getConnection("jdbc:odbc:dsn" ,"username", "password");		0	1	0	0	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
Which of the following listed option gives the valid type of object to store a date and time combination using JDBC API?"	MCQ	java.util.Date	java.sql.Date	java.sql.Time	java.sql.Timestamp		0	0	0	1	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
Which method executes an SQL statement that may return multiple results?"	MCQ	executeUpdate()	executeQuery()	execute()	noexecute()		0	0	1	0	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
Which package contains classes that help in connecting to a database, sending SQL statements to the database, and processing the query results"	MCQ	connection.sql	db.sql	pkg.sql	java.sql		0	0	0	1	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
Which method sets the query parameters of the PreparedStatement Object?"	MCQ	putString()	insertString()	setString()	setToString()		0	0	1	0	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
What is correct about DDL statements?"	MCQ	DDL statements are treated as normal SQL statements, and are executed by calling the execute() method on a Statement (or a sub interface thereof) object	To execute DDL statements, you have to install additional support files	DDL statements cannot be executed by making use of JDBC, you should use the native database tools for this.	Support for DDL statements will be a feature of a future release of JDBC		1	0	0	0	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
What is the state of the parameters of the PreparedStatement object when the user clicks on the Query button?"	MCQ	initialized	started	paused	stopped		1	0	0	0	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
executeUpdate() & execute() are valid methods that can be used for executing DDL statements. State  True or False"	MCQ	TRUE	FALSE				1	0			
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
Which object provides you with methods to access data from the table?"	MCQ	ResultSet	Parametrized	TableStatement	Condition		1	0	0	0	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
The method Class.forName() is a part of JDBC API. State True or False."	MCQ	TRUE	FALSE				0	1			
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
Which object allows you to execute parametrized queries?"	MCQ	ResultSet	Parametrized	PreparedStatement	Condition		0	0	1	0	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
Which method executes a simple query and returns a single Result Set object?"	MCQ	executeUpdate()	executeQuery()	execute()	noexecute()		0	1	0	0	
CoreJava-JDBC-Knowledge	"Carefully read the question and answer accordingly.
Which packages contain the JDBC classes?"	MCQ	java.jdbc and javax.jdbc	java.jdbc and java.jdbc.sql	java.sql and javax.sql	java.rdb and javax.rdb		0	0	1	0	
Oracle-SQL Expressions/SQL Function/SQL Operators -Application	"Carefully read the question and answer accordingly.
You are writing a query to  select all employees whose salary is less than the average of all the employees' salaries in the same department.
Which query will help you to achieve your goal?"	MCQ	select ename ,sal ,deptno from emp a where a.sal < (select avg(sal) from emp b where a.deptno = b.deptno) order by deptno;	select ename ,sal ,deptno from emp a where a.sal > (select avg(sal) from emp b where a.deptno = b.deptno) order by deptno;	select ename ,sal ,deptno from emp a where a.sal <= (select avg(sal) from emp b where a.deptno = b.deptno) order by deptno;	select ename ,sal ,deptno from emp a where a.sal in (select avg(sal) from emp b where a.deptno = b.deptno) order by deptno;		1	0	0	0	
Oracle-SQL Expressions/SQL Function/SQL Operators -Application	"Carefully read the question and answer accordingly.
With SQL, how can you find the range for the price between 2000 and 8000 in item table? 
1.Select * from item where price between 2000 and 8000.
2.Select * from item where price >=2000 and price <=8000.
3.Select * from item where price <>2000 and price !=8000.
4.Select * from item where price >2000 and price <8000."	MCQ	1&2	3&4	2&3	1&4	2&4	1	0	0	0	0
Oracle-SQL Expressions/SQL Function/SQL Operators -Application	"Carefully read the question and answer accordingly.
Examine the table structure of Employee
Ename Ecode Dept
John         1        Sal
Smith       3        Mar
Max           2        Sal
Joe           4        Mar 
Laura       5        Dep 
What will be the output of below query ? 
select decode(Ecode,5,'Department',4,'Marketing',3,’Marketing’,’Sales’) as result from Employee;"	MCQ	Query contains error	Sales Marketing Sales Marketing Department	Department Marketing Marketing Sales Sales	Cannot predict the output of the query		0	1	0	0	
Oracle-SQL Expressions/SQL Function/SQL Operators -Application	"Carefully read the question and answer accordingly.
What will be the output of the query?
Select trim(0 from '00003443500') from dual?"	MCQ	Query contains error	34435	3443500	3443500	344350	0	1	0	0	0
Oracle-SQL Expressions/SQL Function/SQL Operators -Application	"Carefully read the question and answer accordingly.
What will be the output of the below query?
select to_CHAR(sysdate+(10/1400),'HH:MI:SS') from  dual;"	MCQ	adds 10 seconds to the current Timestamp	adds 10 minutes to the current Timestamp	adds 10 days to the current Timestamp	query contains error	date functions cannot be converted into char	0	1	0	0	0
Oracle-SQL Expressions/SQL Function/SQL Operators -Application	"Carefully read the question and answer accordingly.
Which of the following integrity rules of SQL states that if a relational table has a foreign key, then every value of the foreign key must either be null or match the values in the relational table in which that foreign key is a primary key?"	MCQ	Referential Integrity	Domain Integrity	Entity Integrity	Table Integrity		1	0	0	0	
Oracle-SQL Expressions/SQL Function/SQL Operators -Application	"Carefully read the question and answer accordingly.
What will be the result of the following code?
SELECT (2+3*4/2–5) FROM dual;"	MCQ	3	2	The above query contains an error	5	20	1	0	0	0	0
Oracle-SQL Expressions/SQL Function/SQL Operators -Application	"Carefully read the question and answer accordingly.
What will be the output of the below query?
select instr('My SQL World','a') from dual;"	MCQ	Query contains error	Prints 0	Prints -1	Prints 6	Prints 14	0	1	0	0	0
Oracle-SQL Expressions/SQL Function/SQL Operators -Application	"Carefully read the question and answer accordingly.
What will be the output of the below query?
SELECT * FROM suppliers
WHERE supplier_name LIKE '!%' escape '!';"	MCQ	Query will generate an error	All supplier record will be displayed	All supplier record whose name starts with % will be displayed	All supplier record whose name starts with ! will be displayed	None of the listed options	0	0	1	0	0
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Statement A:Listener process scans for connection requests to an Oracle Instance
Statement B:Listener process links up a dispatcher process to user process.
which of the following is true?"	MCQ	Both Statements A and B are true	Statement A is true and Statement B is false	Statement A is false and Statement B is true	Both Statements A and B are false		1	0	0	0	
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
What will be the output of the below query?
select Stud_name from (
select rank() over(order by Marks desc) as rank ,Stud_name from StudentDetails
order by Stud_name --LINE 1
)
where rank > 3"	MCQ	Top 2 student record with highest marks will be displayed	Top 2 student record with lowest marks will be displayed	Query will generate an error	If LINE 1 is removed than the query will execute		0	1	0	0	
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Which of the following statement is True with respect to Query Flash Back?"	MCQ	For using flashback query, the server need not be configured to use Automatic Undo Management.	Flashback Query needs to be enabled and disabled using the DBMS_FLASHBACK package.	Flashback Query does not apply to code objects like Packages, Procedures, Function or Triggers	None of the listed options		0	1	0	0	
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Identify the correct syntax to create a sequence which generates values as 2,4,6,8,10?"	MCQ	Create sequence MySeq Start with 2 Increment by 1	Create sequence MySeq ( Start with 2 Increment by 1 )	Create sequence MySeq ( Start with 2 Increment by 2 )	Create sequence MySeq Start with 2 Increment by 2	Create sequence MySeq as Start with 2 Increment by 2	0	0	0	1	0
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
A dropped table can be restored by issuing this command.
FLASHBACK TABLE Supplier TO BEFORE DROP;
State True or False."	MCQ	TRUE	FALSE				1	0			
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Evaluate the CREATE TABLE statement:
CREATE TABLE products
(product_id NUMBER(6) CONSTRAINT prod_id_pk PRIMARY KEY,
product_name VARCHAR2(15));
Which statement is true regarding the PROD_ID_PK constraint?"	MCQ	It would be created only if a unique index is manually created first.	It would be created and would use an automatically created unique index.	It would be created and would use an automatically created nonunique index.	It would be created and remains in a disabled state because no index is specified in the command.		0	1	0	0	
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Evaluate the following SQL statements that are issued in the given order:
CREATE TABLE emp
(emp_no NUMBER(2) CONSTRAINT emp_emp_no_pk PRIMARY KEY,
enameVARCHAR2(15),
salary NUMBER(8,2),
mgr_no NUMBER(2) CONSTRAINT emp_mgr_fk REFERENCES emp);
ALTER TABLE emp
DISABLE CONSTRAINT emp_emp_no_pk CASCADE;
ALTER TABLE emp
ENABLE CONSTRAINT emp_emp_no_pk;
What would be the status of the foreign key EMP_MGR_FK?"	MCQ	It would be automatically enabled and deferred.	It would be automatically enabled and immediate.	It would remain disabled and has to be enabled manually using the ALTER TABLE command.	It would remain disabled and can be enabled only by dropping the foreign key constraint and re-creating it.	It would remain disabled and has to be enabled manually using the ALTER Constraint command.	0	0	1	0	0
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Program Global Area (PGA) contain Data and control information for a Server process? State True or False."	MCQ	TRUE	FALSE				1	0			
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Which of the following gives the order of Database administrative steps needed to open an Oracle Database?"	MCQ	Start an instance, Open the Database, Mount the database	Mount the database, Start the instance, Open the database	Start an instance, Mount the database, Open the database	Start the database, Start the instance, Mount the Database		0	0	1	0	
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
When Oracle starts an instance, it reads the server parameter file called _______________."	MCQ	SYSOPER FILE	SPFILE	SYSDBA FILE	PFile		0	1	0	0	
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
The user SCOTT who is the owner of ORDERS and SUPPLIERS tables issues the following GRANT command:
GRANT ALL
ON orders, Suppliers TO PUBLIC;
What correction needs to be done to the above statement?"	MCQ	PUBLIC should be replaced with specific usernames.	ALL should be replaced with a list of specific privileges.	WITH GRANT OPTION should be added to the statement.	Separate GRANT statements are required for ORDERS and SUPPLIERS tables.		0	0	0	1	
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Which of the following is used to store the most recently executed SQL statements and the most recently used data definitions?"	MCQ	Data Pool	Data Dictionary Cache	Shared Pool	Library Cache		0	0	1	0	
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Identify the circumstance under which you will create an Index?"	MCQ	A column contains a wide range of values.	A column contains large number of null values.	One or more columns are frequently used together in a where clause or a join condition.	The table is large and most queries are expected to retrieve less than 2 to 4 % of the rows.	All of the listed options	0	0	0	0	1
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
You are using the system account to create a synonym as follows:
 Create synonym User for UserDetails
Which statements are true with respect to the above synonym?"	MCQ	A synonym with the name UserDetails is created and only system can access it	A synonym with the name UserDetails is created and any user can access it	A synonym with the name User is created and only system can use it	A synonym with the name User is created and any user can access it	Incorrect syntax to create a synonym	0	0	1	0	0
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Oracle instance comprises of background processes and memory structure. State True or False."	MCQ	TRUE	FALSE				1	0			
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
In Oracle10g database, control files contain information that describes the names, locations, and sizes of the database files. State true or False."	MCQ	TRUE	FALSE				1	0			
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
How to drop all tables from recycle bin?"	MCQ	PURGE DBA_RECYCLEBIN	PURGE RECYCLEBIN	DROP ALL_TABLE_RECYCLEBIN	DROP DBA_RECYCLEBIN	Cannot drop tables from Recycle Bin	1	0	0	0	0
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Which of the following parameter in Query Flashback clearly defines the maximum time period that the database can be flashbacked?"	MCQ	UNDO_MANAGEMENT	UNDO_TABLESPACE	UNDO_RETENTION	DBA_UNDO_EXTENTS		0	0	1	0	
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
When a database is created the users SYS and SYSTEM are created automatically and granted the DBA role. State True or False."	MCQ	TRUE	FALSE				1	0			
Oracle-Query Flashback & Schema Objects-Application	"Carefully read the question and answer accordingly.
Identify the below statement:
 
STATEMENT A : In Oracle 10g the default action of a DROP TABLE command is to move the table to the recycle bin (or rename it), rather than actually dropping it.
STATEMENT B: PURGE option can be used to permanently drop a table."	MCQ	Both statement A and B are True.	Statement A is true and B is False.	Statement B is true and A is False.	Both statements A and B are False.		1	0	0	0	
Oracle-Joins and Subquery-Knowledge	"Carefully read the question and answer accordingly.
SELECT e.EMPLOYEE_ID,e.LAST_NAME,e.DEPARTMENT_ID, d.DEPARTMENT_NAME 
FROM EMP e, DEPARTMENT d
WHER  e.DEPARTMENT_ID = d.DEPARTMENT_ID; 
 
In the statement, which capabilities of a SELECT statement are performed?"	MCQ	Selection, Projection, Join	Difference,Projection, Join	Selection, Intersection, Join	Intersection, Projection, Join		1	0	0	0	
Oracle-Joins and Subquery-Knowledge	"Carefully read the question and answer accordingly.
What is true about joining tables through an equijoin?"	MCQ	You can join a maximum of two tables through an equijoin.	You can join a maximum of two columns through an equijoin.	You specify an equijoin condition in the SELECT or FROM clauses of a SELECT statement.	To join two tables through an equijoin, the columns in the join condition must be primary key an foreign key columns.	You can join "n" tables(all having single column primary keys)in a SQL statement by specifying a minimum of "n-1" join conditions.	0	0	0	0	1
Oracle-Joins and Subquery-Knowledge	"Carefully read the question and answer accordingly.
John wants to see how many employees are there whose salary is above average. 
Which of the following query will help john to achieve this task?"	MCQ	Select count(*) from emp where sal > (select max(sal) from emp);	Select count(*) from emp where sal > (select Avg(sal) from emp);	Select count(*) from emp where sal > (select Average(sal) from emp);	Select count(*) from emp where sal exist (select avg(sal) from emp);	Select count(*) from emp where sal in (select avg(sal) from emp);	0	1	0	0	0
Oracle-Joins and Subquery-Knowledge	"Carefully read the question and answer accordingly.
John wants to retrieve all the employee details whose Employee Number matches to any of the Department Number. Help john to achieve his task"	MCQ	select empName , empNo from emp where empno = ( select deptNo from dept)	select empName , empNo from emp where empno exists ( select deptNo from dept)	select empName , empNo from emp where empno in ( select deptNo from dept)	select empName , empNo from emp where empno has Any ( select deptNo from dept)	select empName , empNo from emp where empno between ( select deptNo from dept)	0	0	1	0	0
Oracle-Joins and Subquery-Knowledge	"Carefully read the question and answer accordingly.
An outer join returns all rows that satisfy the join condition and those rows from one table for which no rows from the other satisfy the join condition.
State True or False."	MCQ	TRUE	FALSE				1	0			
Oracle-Joins and Subquery-Knowledge	"Carefully read the question and answer accordingly.
Which of the Following Statements are true?
Statement A : Join permanently joins two tables having 1 or more common attributes 
Statement B: Inner Joins are also called as EQUI Joins"	MCQ	Statement A is true and B is false.	Statement A is false and B is true.	Both statements A and B are true.	Both statements A and B are false.		0	1	0	0	
Oracle-Joins and Subquery-Knowledge	"Carefully read the question and answer accordingly.
In which case should you use a FULL OUTER JOIN?"	MCQ	Both tables have NULL values.	You want all unmatched data from one table.	You want all matched data from both tables.	You want all unmatched data from both tables.	You want all matched and unmatched data from only one table.	0	0	0	1	0
Oracle-Joins and Subquery-Knowledge	"Carefully read the question and answer accordingly.
Identify the type of join used in the below query 
SELECT empName,DeptNo,DeptName
FROM Emp, Dept
WHERE Emp.DeptId >Dept.DeptId"	MCQ	Equi Join	Natural Join	Non Equi Join	Invalid Syntax for Join	Inner Join	0	0	1	0	0
Oracle-Joins and Subquery-Knowledge	"Carefully read the question and answer accordingly.
Which of the  following statements are true ?
Statement A: The ANY operator compares the main query with any of the values returned by the inner query.     
Statement B: The ALL operator compares a value to every value return by the sub query."	MCQ	Statement A is true and B is false.	Statement A is false and B is true.	Both statements A and B are true.	Both statements A and B are false.		0	0	1	0	
Oracle-Joins and Subquery-Knowledge	"Carefully read the question and answer accordingly.
Which of the following is the correct syntax for left outer join ? 
1.select Stud_Name , clg_Name
from student s left outer join college c
on s.clg_code = c.clg_code
2.select Stud_name , clg_Name
from studentDemo s ,collegeDemo c
where s.clg_code = c.clg_code(+)
3.select Stud_name , clg_Name
from studentDemo s ,collegeDemo c
where s.clg_code(+) = c.clg_code
4.select Stud_Name , clg_Name
from student s outer join left  college c
on s.clg_code = c.clg_code
5.select Stud_Name , clg_Name
from student s left outer join college c
where s.clg_code = c.clg_code"	MCQ	1&2	1&5	2&3	1&4	2&4	1	0	0	0	0
Oracle-Joins and Subquery-Knowledge	"Carefully read the question and answer accordingly.
Which two statements are true regarding the USING clause in table joins?
1. It can be used to join a maximum of three tables.
2. It can be used to restrict the number of columns used in a NATURAL join.
3. It can be used to access data from tables through equijoins as well as nonequijoins.
4. It can be used to join tables that have columns with the same name and compatible data types."	MCQ	1&2	3&4	2&3	1&4	2&4	0	0	0	0	1
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
What's the result of the following concatenation
'apple' || NULL || NULL || 'sauce'"	MCQ	apple sauce	NULL	applesauce	None of the listed option		0	0	1	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Which statements are true about IN parameter?"	MCA	IN Parameter is the default parameter.	IN Parameter value should be passed to the procedure for processing.	The same parameter will serve as input and output.	The IN parameter is a variable whose value will change in the invoked procedure.		0.5	0.5	0	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
What is an EXIT - WHEN statement?"	MCA	The EXIT-WHEN statement lets a loop complete unconditionally.	When the EXIT statement is encountered, the condition in the WHEN clause is evaluated. If the condition is true, the loop completes and control passes to the next statement after the loop	The EXIT-WHEN statement replaces a simple IF statement.	None of the above		0	0.5	0.5	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Which of the values can be assigned to a Boolean variable ?"	MCA	TRUE	FALSE	NULL			0.33	0.33	0.33	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
What is meant by %Type?"	MCA	We can use the %TYPE attribute as a datatype specifier when declaring constants, variables, fields, and parameters.	Column constraints, such as the NOT NULL and check constraint, or default values are not inherited by items declared using %TYPE.	Column constraints, such as the NOT NULL and check constraint, or default values are inherited by items declared using %TYPE.	%TYPE is used when declaring variables to hold database table values		0.33	0.33	0	0.33	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
You must declare each variable of same data type separately"	MCQ	TRUE	FALSE				1	0			
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Pick the advantage of declaring a variable using %TYPE attribute. For example:
v_last_name employees.last_name%TYPE."	MCQ	you need not know the exact datatype of last_name	memory consumption is less	if you change the database definition of last_name, perhaps to make it a longer character string, the datatype of v_last_name changes accordingly at run time.	faster processing		1	0	0	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Fields in a %ROWTYPE record inherit constraints"	MCQ	TRUE	FALSE				0	1			
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Identify the code snippet 
declare EmpNAME;
begin
SELECT ENAME INTO EmpNAME FROM Emp WHERE EmpNo=101172;
dbms_output.put_line(EmpName);
end;  
what will be the output of the above code"	MCQ	Employee name whose employee no is 101172 is printed	All employee names will be printed	Employee name whose employee no is 101172 is printed if serveroutput is on	The code does not compile at all	Compiles and runs without any output	0	0	0	1	0
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Predict the value of variable named ""B""  ? 
DECLARE
A BOOLEAN := NULL;
B BOOLEAN;
BEGIN
B := A IS NULL;
IF B IS NULL THEN
  DBMS_OUTPUT.PUT_LINE('HI');
END IF;
END;"	MCQ	TRUE	FALSE	NULL	BLANK SPACE		0	0	1	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
State True or False,
What are the two types of conversion between datatypes?
1)Explicit datatype conversion
2)Implicit datatype conversion"	MCQ	TRUE	FALSE				1	0			
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
PL/SQL treats any zero-length string as _______"	MCQ	blank space	NULL	string	character		0	1	0	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
In conditional control statements, if the condition yields NULL, its associated sequence of statements is not executed"	MCQ	TRUE	FALSE				1	0			
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Which of the following statements are true?
1.A PL/SQL block has three parts, declarative part, an executable part and an exception handling part. 
2.Declarative and Executable block are Mandatory
3. A PL/SQL Block can be anonymous or named
4. Identifiers in PL/SQL can contain max 35 character
5. Blocks of PL/SQL statements are translated by the PL/SQL engine that can reside either in the client or at the server side."	MCQ	1&2	1&2&3	1&3&4	1&2&4	1&3&5	0	0	0	0	1
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
DECLARE
   v_boolean BOOLEAN;
BEGIN
   v_boolean := 'TRUE';
   DBMS_OUPUT.PUT_LINE(v_boolean);
END;
Predict the output of the program ?"	MCQ	TRUE	Leads to compilation error	Displays nothing	Leads to Exception		0	1	0	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
How to display output from PLSQL?"	MCA	DBMS_OUTPUT.PUT_LINE	DBMS_OUTPUT.PUTLINE	DBMSOUTPUT.PUT_LINE	DBMS_OUTPUT.PUT_LINE(' The employee name is : X')		0.5	0	0	0.5	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Pick the CORRECT statement about %TYPE variables 
such as the NOT NULL or  or default values"	MCA	%TYPE variables do not inherit NOT NULL constraints	%TYPE variables do not inherit check constraint,	%TYPE variables do not inherit default values	%TYPE variables inherit default values		0.33	0.33	0.33	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Identify the code snippet 
DECLARE
 var_num1 number:=50; 
 var_num2 number; 
BEGIN 
 var_num2 := 200; 
 DECLARE  
   var_mult number; 
   var_num1 number:= 100;   -- LINE 1
BEGIN 
   var_mult := var_num1 * var_num2; 
END; 
dbms_output.put_line( var_num1);
END; 
/
what will be the output of the above code assume serveroutput is on"	MCQ	Runs without any output	Compilation fails	Compiles , executes and Prints 100	Compiles , executes and Prints 50	Compilation fails due to error on line 1	0	0	0	1	0
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
In Oracle PL/SQL by default, variables are initialized to NULL."	MCQ	TRUE	FALSE				1	0			
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
The %ROWTYPE attribute provides a record type that represents a row in"	MCA	view	index	table	nested table		0.5	0	0.5	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
What are the true aspects about the %NOTFOUND attribute?"	MCA	Returns NULL if the cursor is open but fetch has not been executed.	Return FALSE if no rows was returned	Return FALSE if a successful fetch has been executed.	Return the number of rows fetched		0.5	0	0.5	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
In SQL, which of the following is NOT true with respect to Primary Key?"	MCQ	A Default index is created in the column which acts as a Primary key.	Primary Key constraint has to be explicitly dropped before completely removing the table.	A primary key can be referenced in another table as a Foreign Key.	In a table, if no single column can be assigned uniquely as primary key, then a combination of two columns can act as a Primary Key.		0	1	0	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Identify the type of variable declared 
VARIABLE City Varchar2(20)."	MCQ	Bind Variable	Host Variable	Invalid Variable declaration	Global Variable	None of the listed options	1	0	0	0	0
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Which is called as index-by tables ?"	MCQ	Nested tables	Associative arrays	Varrays	None of the listed option		0	1	0	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
If the declaration is Number (4,5) and the assigned value is 123.4567 , what is the stored value?"	MCQ	Error , exceeds precision	12345.567	1234.5567	1.2345567		1	0	0	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Consider the following statements that describes a PL/SQL Block Structure:
Statement1: Declare  and Exception Sections are mandatory.
Statement2: Begin and End Sections are optional.
Which of the following is applicable for above?"	MCQ	Statement1 and Statement2 are true.	Only Statement1 is True.	Only Statement2 is False.	Statement1 and Statement2 are False.		0	0	0	1	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Examine the code snippet
DECLARE Num Number;
BEGIN 
Num:=10; 
DECLARE  
Num Number; --LINE 1
BEGIN  
Num:=12; 
while(Num<13)
loop
dbms_output.put_line(Num);
Num:=Num+1;
END loop; 
END;
if Num < 12  --LINE 2
then
dbms_output.put_line('Less');
end if;
END; 
/
What will be the result of the above code?"	MCQ	Compilation fails due to error on line 1	Compilation fails due to error on line 2	Compiles executes and prints 12 Less	Compiles executes and prints 12 More	Compiles executes and prints 11 12 13 More	0	0	1	0	0
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
What is meant by case statements in PLSQL?"	MCA	The CASE statement selects one sequence of statements to execute. To select the sequence, the CASE statement uses a selector rather than multiple Boolean expressions. A selector is an expression whose value is used to select one of several alternatives	The selector is followed by one or more WHEN clauses, which are checked sequentially. The value of the selector determines which clause is executed. If the value of the selector equals the value of a WHEN-clause expression, that WHEN clause is executed	The ELSE clause does not works similarly to the ELSE clause in an IF statement	CASE statements can be labeled		0.33	0.33	0	0.33	
